Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
jsonslurper = new groovy.json.JsonSlurper(),,,,2023-06-13 23:58:29,2023-06-13 23:58:29,0.016s,PASSED
"conTentType = new com.kms.katalon.core.testobject.TestObjectProperty(Content-Type, com.kms.katalon.core.testobject.ConditionType.EQUALS, application/json)",,,,2023-06-13 23:58:29,2023-06-13 23:58:29,0.002s,PASSED
"acceptHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Accept, com.kms.katalon.core.testobject.ConditionType.EQUALS, application/json)",,,,2023-06-13 23:58:29,2023-06-13 23:58:29,0.004s,PASSED
"requestObject.setHttpHeaderProperties(Arrays.asList(conTentType, acceptHeader))",,,,2023-06-13 23:58:29,2023-06-13 23:58:29,0.001s,PASSED
responseObject = sendRequest(requestObject),,,,2023-06-13 23:58:29,2023-06-13 23:58:29,0.214s,PASSED
responsevalue = jsonslurper.parseText(responseObject.getResponseText()),,,,2023-06-13 23:58:29,2023-06-13 23:58:29,0.002s,PASSED
"Assert.assertEquals(200, responseObject.getStatusCode())",,,,2023-06-13 23:58:29,2023-06-13 23:58:29,0.002s,PASSED
"println(""Status Code "" + responseObject.getStatusCode())",,,,2023-06-13 23:58:29,2023-06-13 23:58:29,0.001s,PASSED
"println(""responsevalue "" + responsevalue)",,,,2023-06-13 23:58:29,2023-06-13 23:58:29,0.001s,PASSED
,,,,,,,
Test Cases/APIGetRequestNotFound,,,,2023-06-13 23:58:29,2023-06-13 23:58:30,1.059s,PASSED
"requestObject = findTestObject(""APIGetRequestNotFound"")",,,,2023-06-13 23:58:30,2023-06-13 23:58:30,0.134s,PASSED
jsonslurper = new groovy.json.JsonSlurper(),,,,2023-06-13 23:58:30,2023-06-13 23:58:30,0.002s,PASSED
"conTentType = new com.kms.katalon.core.testobject.TestObjectProperty(Content-Type, com.kms.katalon.core.testobject.ConditionType.EQUALS, application/json)",,,,2023-06-13 23:58:30,2023-06-13 23:58:30,0.001s,PASSED
"acceptHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Accept, com.kms.katalon.core.testobject.ConditionType.EQUALS, application/json)",,,,2023-06-13 23:58:30,2023-06-13 23:58:30,0.000s,PASSED
"requestObject.setHttpHeaderProperties(Arrays.asList(conTentType, acceptHeader))",,,,2023-06-13 23:58:30,2023-06-13 23:58:30,0.000s,PASSED
responseObject = sendRequest(requestObject),,,,2023-06-13 23:58:30,2023-06-13 23:58:30,0.417s,PASSED
responsevalue = jsonslurper.parseText(responseObject.getResponseText()),,,,2023-06-13 23:58:30,2023-06-13 23:58:30,0.001s,PASSED
"Assert.assertEquals(404, responseObject.getStatusCode())",,,,2023-06-13 23:58:30,2023-06-13 23:58:30,0.000s,PASSED
"println(""Status Code "" + responseObject.getStatusCode())",,,,2023-06-13 23:58:30,2023-06-13 23:58:30,0.005s,PASSED
"println(""responsevalue "" + responsevalue)",,,,2023-06-13 23:58:30,2023-06-13 23:58:30,0.001s,PASSED
,,,,,,,
Test Cases/APIGetRequestSingleResource,,,,2023-06-13 23:58:30,2023-06-13 23:58:31,0.686s,PASSED
"requestObject = findTestObject(""APIGetRequestListResource"")",,,,2023-06-13 23:58:31,2023-06-13 23:58:31,0.138s,PASSED
jsonslurper = new groovy.json.JsonSlurper(),,,,2023-06-13 23:58:31,2023-06-13 23:58:31,0.002s,PASSED
"conTentType = new com.kms.katalon.core.testobject.TestObjectProperty(Content-Type, com.kms.katalon.core.testobject.ConditionType.EQUALS, application/json)",,,,2023-06-13 23:58:31,2023-06-13 23:58:31,0.005s,PASSED
"acceptHeader = new com.kms.katalon.core.testobject.TestObjectProperty(Accept, com.kms.katalon.core.testobject.ConditionType.EQUALS, application/json)",,,,2023-06-13 23:58:31,2023-06-13 23:58:31,0.000s,PASSED
"requestObject.setHttpHeaderProperties(Arrays.asList(conTentType, acceptHeader))",,,,2023-06-13 23:58:31,2023-06-13 23:58:31,0.001s,PASSED
responseObject = sendRequest(requestObject),,,,2023-06-13 23:58:31,2023-06-13 23:58:31,0.149s,PASSED
responsevalue = jsonslurper.parseText(responseObject.getResponseText()),,,,2023-06-13 23:58:31,2023-06-13 23:58:31,0.000s,PASSED
"Assert.assertEquals(200, responseObject.getStatusCode())",,,,2023-06-13 23:58:31,2023-06-13 23:58:31,0.002s,PASSED
"println(""Status Code "" + responseObject.getStatusCode())",,,,2023-06-13 23:58:31,2023-06-13 23:58:31,0.002s,PASSED
"println(""responsevalue "" + responsevalue)",,,,2023-06-13 23:58:31,2023-06-13 23:58:31,0.001s,PASSED
