Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"selectOptionByValue(findTestObject(""Object Repository/Tricentis Sample App Auto Insurance Automation/Page_Enter Insurant Data/select_please select AfghanistanAlbaniaAlge_c83022""), ""default"", true)",Chrome 114.0.0.0,,,2023-06-13 23:56:08,2023-06-13 23:56:13,5.856s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Tricentis Sample App Auto Insurance Automation/Page_Enter Insurant Data/select_please select AfghanistanAlbaniaAlge_c83022""), ""Bangladesh"", true)",Chrome 114.0.0.0,,,2023-06-13 23:56:13,2023-06-13 23:56:19,5.395s,PASSED
"setText(findTestObject(""Object Repository/Tricentis Sample App Auto Insurance Automation/Page_Enter Insurant Data/input_Zip Code_Zip Code""), ""23442"")",Chrome 114.0.0.0,,,2023-06-13 23:56:19,2023-06-13 23:56:20,0.957s,PASSED
"setText(findTestObject(""Object Repository/Tricentis Sample App Auto Insurance Automation/Page_Enter Insurant Data/input_City_City""), ""columbo"")",Chrome 114.0.0.0,,,2023-06-13 23:56:20,2023-06-13 23:56:21,0.924s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Tricentis Sample App Auto Insurance Automation/Page_Enter Insurant Data/select_please select                       _4c6253""), ""default"", true)",Chrome 114.0.0.0,,,2023-06-13 23:56:21,2023-06-13 23:56:22,1.134s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/Tricentis Sample App Auto Insurance Automation/Page_Enter Insurant Data/select_please select                       _4c6253""), ""Employee"", true)",Chrome 114.0.0.0,,,2023-06-13 23:56:22,2023-06-13 23:56:23,1.166s,PASSED
"click(findTestObject(""Object Repository/Tricentis Sample App Auto Insurance Automation/Page_Enter Insurant Data/span_Speeding_ideal-check""))",Chrome 114.0.0.0,,,2023-06-13 23:56:23,2023-06-13 23:56:23,0.444s,PASSED
"setText(findTestObject(""Object Repository/Tricentis Sample App Auto Insurance Automation/Page_Enter Insurant Data/input_Website_Website""), ""website.com"")",Chrome 114.0.0.0,,,2023-06-13 23:56:23,2023-06-13 23:56:24,0.996s,PASSED
"click(findTestObject(""Object Repository/Tricentis Sample App Auto Insurance Automation/Page_Enter Insurant Data/button_Next""))",Chrome 114.0.0.0,,,2023-06-13 23:56:24,2023-06-13 23:56:25,0.499s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-13 23:56:25,2023-06-13 23:56:26,1.348s,PASSED
,,,,,,,
Test Cases/Sauce-WebApp-Automation,Chrome 114.0.0.0,Sauce Labs Web App UI Automation,Sauce,2023-06-13 23:56:26,2023-06-13 23:56:37,10.586s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-13 23:56:27,2023-06-13 23:56:29,2.146s,PASSED
"navigateToUrl(""https://www.saucedemo.com/"")",Chrome 114.0.0.0,,,2023-06-13 23:56:29,2023-06-13 23:56:30,0.766s,PASSED
"setText(findTestObject(""Object Repository/SauceDemo-ObjectRepo-1/Page_Swag Labs/input_Swag Labs_user-name""), ""standard_user"")",Chrome 114.0.0.0,,,2023-06-13 23:56:30,2023-06-13 23:56:31,1.071s,PASSED
"setEncryptedText(findTestObject(""Object Repository/SauceDemo-ObjectRepo-1/Page_Swag Labs/input_Swag Labs_password""), ""qcu24s4901FyWDTwXGr6XA=="")",Chrome 114.0.0.0,,,2023-06-13 23:56:31,2023-06-13 23:56:32,0.579s,PASSED
"click(findTestObject(""Object Repository/SauceDemo-ObjectRepo-1/Page_Swag Labs/input_Swag Labs_login-button""))",Chrome 114.0.0.0,,,2023-06-13 23:56:32,2023-06-13 23:56:32,0.562s,PASSED
"click(findTestObject(""Object Repository/SauceDemo-ObjectRepo-1/Page_Swag Labs/button_Add to cart""))",Chrome 114.0.0.0,,,2023-06-13 23:56:32,2023-06-13 23:56:33,0.462s,PASSED
"click(findTestObject(""Object Repository/SauceDemo-ObjectRepo-1/Page_Swag Labs/button_Add to cart_1""))",Chrome 114.0.0.0,,,2023-06-13 23:56:33,2023-06-13 23:56:33,0.556s,PASSED
"click(findTestObject(""Object Repository/SauceDemo-ObjectRepo-1/Page_Swag Labs/img_Remove_inventory_item_img""))",Chrome 114.0.0.0,,,2023-06-13 23:56:33,2023-06-13 23:56:34,0.591s,PASSED
"click(findTestObject(""Object Repository/SauceDemo-ObjectRepo-1/Page_Swag Labs/button_Add to cart_1_2""))",Chrome 114.0.0.0,,,2023-06-13 23:56:34,2023-06-13 23:56:34,0.581s,PASSED
"click(findTestObject(""Object Repository/SauceDemo-ObjectRepo-1/Page_Swag Labs/img_Back to products_back-image""))",Chrome 114.0.0.0,,,2023-06-13 23:56:34,2023-06-13 23:56:35,0.567s,PASSED
"click(findTestObject(""Object Repository/SauceDemo-ObjectRepo-1/Page_Swag Labs/button_Open Menu""))",Chrome 114.0.0.0,,,2023-06-13 23:56:35,2023-06-13 23:56:36,0.536s,PASSED
"click(findTestObject(""Object Repository/SauceDemo-ObjectRepo-1/Page_Swag Labs/a_Logout""))",Chrome 114.0.0.0,,,2023-06-13 23:56:36,2023-06-13 23:56:36,0.564s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-13 23:56:36,2023-06-13 23:56:37,0.850s,PASSED
,,,,,,,
Test Cases/Orange HRM Automation Demo,Chrome 114.0.0.0,,,2023-06-13 23:56:37,2023-06-13 23:57:11,33.700s,PASSED
"openBrowser("""")",Chrome 114.0.0.0,,,2023-06-13 23:56:37,2023-06-13 23:56:39,1.816s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/web/index.php/auth/login"")",Chrome 114.0.0.0,,,2023-06-13 23:56:39,2023-06-13 23:56:43,4.125s,PASSED
"setText(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/input_Username_username""), ""Admin"")",Chrome 114.0.0.0,,,2023-06-13 23:56:43,2023-06-13 23:56:46,2.518s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/input_Password_password""), ""hUKwJTbofgPU9eVlw/CnDQ=="")",Chrome 114.0.0.0,,,2023-06-13 23:56:46,2023-06-13 23:56:47,0.688s,PASSED
"sendKeys(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/input_Password_password""), Keys.chord(ENTER))",Chrome 114.0.0.0,,,2023-06-13 23:56:47,2023-06-13 23:56:48,1.684s,PASSED
"takeScreenshotAsCheckpoint(""full_view"", CONTINUE_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-13 23:56:48,2023-06-13 23:56:51,2.374s,PASSED
"click(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/i_Today_oxd-icon bi-stopwatch""))",Chrome 114.0.0.0,,,2023-06-13 23:56:51,2023-06-13 23:56:52,1.045s,PASSED
"click(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/span_Reports""))",Chrome 114.0.0.0,,,2023-06-13 23:56:52,2023-06-13 23:56:54,2.704s,PASSED
"click(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/a_Project Reports""))",Chrome 114.0.0.0,,,2023-06-13 23:56:54,2023-06-13 23:56:55,0.978s,PASSED
"takeScreenshotAsCheckpoint(""full_view"", CONTINUE_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-13 23:56:55,2023-06-13 23:56:56,0.718s,PASSED
"click(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/a_Admin""))",Chrome 114.0.0.0,,,2023-06-13 23:56:56,2023-06-13 23:56:58,1.894s,PASSED
"click(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/i_Enabled_oxd-icon bi-check oxd-checkbox-in_111cd0""))",Chrome 114.0.0.0,,,2023-06-13 23:56:58,2023-06-13 23:57:00,2.164s,PASSED
"click(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/i_Enabled_oxd-icon bi-trash""))",Chrome 114.0.0.0,,,2023-06-13 23:57:00,2023-06-13 23:57:01,0.649s,PASSED
"click(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/i_Yes, Delete_oxd-icon bi-trash oxd-button-icon""))",Chrome 114.0.0.0,,,2023-06-13 23:57:01,2023-06-13 23:57:02,0.921s,PASSED
"takeScreenshotAsCheckpoint(""full_view"", CONTINUE_ON_FAILURE)",Chrome 114.0.0.0,,,2023-06-13 23:57:02,2023-06-13 23:57:03,1.192s,PASSED
"click(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/span_Performance""))",Chrome 114.0.0.0,,,2023-06-13 23:57:03,2023-06-13 23:57:05,1.927s,PASSED
"click(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/a_Time""))",Chrome 114.0.0.0,,,2023-06-13 23:57:05,2023-06-13 23:57:07,2.093s,PASSED
"click(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/span_Magdalena Lozowska-Pereira kim""))",Chrome 114.0.0.0,,,2023-06-13 23:57:07,2023-06-13 23:57:08,1.470s,PASSED
"click(findTestObject(""Object Repository/Orange HRM Automation Demo/Page_OrangeHRM/a_Logout""))",Chrome 114.0.0.0,,,2023-06-13 23:57:08,2023-06-13 23:57:10,1.331s,PASSED
closeBrowser(),Chrome 114.0.0.0,,,2023-06-13 23:57:10,2023-06-13 23:57:11,0.854s,PASSED
